,BoiteVitesse,PuissanceFiscale,Prix,NombreDePlaces,NombreDePortes,Cylindrée,Energie,NombreDeCylindres,Carrosserie,Marque,Modele
73,Automatique,21CV,398 000 DT TTC,5,3,1997CM³,Essence,4.0,SUV,LAND ROVER, DEFENDER 902.0 L P300 X-DYNAMIX SE
74,Automatique,15CV,396 500 DT TTC,5,5,1998CM³,Essence,4.0,SUV,LAND ROVER, RANGE ROVER VELAR2.0 L P250 S
75,Manuelle,5CV,43 960 DT TTC,5,5,1198CM³,Essence,3.0,SUV,MAHINDRA, KUV 1001.2 L K8
76,Manuelle,7CV,59 916 DT TTC,2,2,2179CM³,Diesel,4.0,Pick up,MAHINDRA, PICK-UP SC2.2 L DIESEL 4X2 PLATEAU SIMPLE
77,Manuelle,7CV,77 945 DT TTC,5,4,2179CM³,Diesel,4.0,Pick up,MAHINDRA, PICK-UP DC2.2 L DIESEL 4X2
78,Automatique,12CV,345 000 DT TTC,5,4,1999CM³,Essence | Hybride rechargeable,4.0,Berline,MERCEDES-BENZ, CLASSE C PLUG-IN HYBRIDE350E AMG +
79,Automatique,12CV,292 000 DT TTC,4,2,1999CM³,Essence | Hybride léger,4.0,Coupé,MERCEDES-BENZ, CLE COUPÉ200 AMG +
80,Automatique,27CV,583 000 DT TTC,5,4,2999CM³,Essence | Hybride léger,6.0,Berline,MERCEDES-BENZ, CLASSE S450 4MATIC LIMOUSINE
81,Automatique,9CV,218 000 DT TTC,5,5,1332CM³,Essence,4.0,SUV,MERCEDES-BENZ, GLB200 AMG
82,Automatique,9CV,397 000 DT TTC,5,5,1999CM³,Essence | Hybride rechargeable,4.0,SUV,MERCEDES-BENZ, GLC PLUG-IN HYBRIDE350E 4MATIC AMG
83,Automatique,6CV,113 000 DT TTC,5,5,999CM³,Essence,3.0,Citadine,AUDI, A1 SPORTBACK30 TFSI  CITY LINE BVA
84,Automatique,6CV,125 000 DT TTC,5,5,999CM³,Essence,3.0,Citadine,AUDI, A1 SPORTBACK30 TFSI  S-LINE BVA
85,Automatique,8CV,154 000 DT TTC,5,5,1395CM³,Essence,4.0,Compacte,AUDI, A3 SPORTBACK35 TFSI ADVANCED LINE
86,Automatique,8CV,164 000 DT TTC,5,5,1395CM³,Essence,4.0,Compacte,AUDI, A3 SPORTBACK35 TFSI MIDNIGHT SERIES LTD
87,Automatique,6CV,167 900 DT TTC,5,5,1499CM³,Essence,3.0,Compacte,BMW, SÉRIE 1116I PACK M
88,Automatique,8CV,168 000 DT TTC,5,4,1499CM³,Essence,3.0,Berline,BMW, SÉRIE 2 GRAN COUPÉ218I LOUNGE
89,Automatique,8CV,192 800 DT TTC,5,4,1499CM³,Essence,3.0,Berline,BMW, SÉRIE 2 GRAN COUPÉ218I PACK SPORT M
90,Automatique,10CV,187 700 DT TTC,5,4,1598CM³,Essence,4.0,Berline,BMW, SÉRIE 3320I ACCESS
91,Automatique,10CV,218 000 DT TTC,5,4,1598CM³,Essence,4.0,Berline,BMW, SÉRIE 3320I LOUNGE
92,Automatique,10CV,243 700 DT TTC,5,4,1598CM³,Essence,4.0,Berline,BMW, SÉRIE 3320I PACK M SPORT
93,Automatique,10CV,276 800 DT TTC,5,5,1998CM³,Essence,4.0,Berline,BMW, SÉRIE 4 GRAN COUPÉ420I BUSINESS LINE
94,Automatique,10CV,276 800 DT TTC,5,2,1998CM³,Essence,4.0,Coupé,BMW, SÉRIE 4 COUPÉ420I BUSINESS LINE
95,Automatique,10CV,331 900 DT TTC,5,2,1998CM³,Essence,4.0,Coupé,BMW, SÉRIE 4 COUPÉ420I PACK M SPORT
96,Automatique,11CV,269 900 DT TTC,5,4,1999CM³,Essence | Hybride léger,4.0,Berline,BMW, SÉRIE 5520I BUSINESS LINE
97,Automatique,11CV,293 900 DT TTC,5,4,1999CM³,Essence | Hybride léger,4.0,Berline,BMW, SÉRIE 5520I LOUNGE
98,Automatique,9CV,188 900 DT TTC,5,5,1499CM³,Essence,3.0,SUV,BMW, X118I SDRIVE LOUNGE
99,Automatique,11CV,355 000 DT TTC,5,5,1995CM³,Essence | Hybride rechargeable,4.0,SUV,BMW, X3 HYBRIDE30E XDRIVE BUSINESS LINE
100,Automatique,15CV,496 400 DT TTC,5,5,2998CM³,Essence | Hybride rechargeable,6.0,SUV,BMW, X5 HYBRIDE45E X-DRIVE PACK M
101,Automatique,21CV,581 900 DT TTC,5,5,2998CM³,Essence | Hybride rechargeable,6.0,SUV,BMW, X5 HYBRIDE50E X-DRIVE PACK M
102,Automatique,22CV,237 900 DT TTC,5,5,,Electrique,,Berline,BMW, I4EDRIVE40 BUSINESS LINE
103,Automatique,22CV,276 900 DT TTC,5,5,,Electrique,,Berline,BMW, I4EDRIVE40 PACK M
104,Automatique,8CV,224 900 DT TTC,5,5,,Electrique,,SUV,BMW, IX1XDRIVE30 PACK M
105,Manuelle,6CV,56 490 DT TTC,5,5,998CM³,Essence,3.0,SUV,CHERY, TIGGO 3X1.0 L TURBO  COMFORT BVM
106,Automatique,6CV,65 565 DT TTC,5,5,998CM³,Essence,3.0,SUV,CHERY, TIGGO 3X1.0 L TURBO CVT LUXURY
107,Manuelle,7CV,63 490 DT TTC,5,4,1499CM³,Essence,4.0,Berline,CHERY, ARRIZO 51.5 L  COMFORT BVM
108,Automatique,7CV,71 490 DT TTC,5,4,1499CM³,Essence,4.0,Berline,CHERY, ARRIZO 51.5 L CVT LUXURY
109,Automatique,9CV,106 796 DT TTC,7,5,1451CM³,Essence,4.0,SUV,CHEVROLET, CAPTIVA1.5 TURBO CVT 7 PLACES
110,Automatique,8CV,141 980 DT TTC,5,5,1395CM³,Essence,4.0,Compacte,CUPRA, LEON1.4 TSI SPORT
111,Manuelle,5CV,61 500 DT TTC,5,4,999CM³,Essence,3.0,Berline,DACIA, LOGAN1.0 L TCE
112,Manuelle,5CV,62 500 DT TTC,5,4,999CM³,Essence,3.0,Berline,DACIA, LOGAN1.0 L TCE ÉCRAN TACTILE
113,Manuelle,5CV,88 700 DT TTC,5,5,1461CM³,Diesel,4.0,SUV,DACIA, DUSTER1.5 L DCI 4X2 CONFORT
114,Manuelle,6CV,98 950 DT TTC,5,5,1461CM³,Diesel,4.0,SUV,DACIA, DUSTER1.5 L DCI 4X4 CONFORT
115,Automatique,6CV,99 990 DT TTC,5,5,1461CM³,Diesel,4.0,SUV,DACIA, DUSTER1.5 L DCI 4X2  CONFORT BVA
116,Manuelle,5CV,29 900 DT TTC,2,2,1000CM³,Essence,4.0,Pick up,DFSK, K01SSIMPLE CABINE STD
117,Manuelle,5CV,31 900 DT TTC,2,2,1000CM³,Essence,4.0,Pick up,DFSK, K01SSIMPLE CABINE DLX
118,Manuelle,6CV,35 900 DT TTC,2,2,1050CM³,Essence,4.0,Pick up,DFSK, K01HLARGE CABINE 1.1 L STD
119,Manuelle,5CV,39 900 DT TTC,4,4,1000CM³,Essence,4.0,Pick up,DFSK, K02S1.0 L DOUBLE CABINE STD
120,Manuelle,5CV,41 900 DT TTC,4,4,1000CM³,Essence,4.0,Pick up,DFSK, K02S1.0 L DOUBLE CABINE DLX
121,Manuelle,5CV,78 500 DT TTC,5,4,1368CM³,Essence,4.0,Berline,FIAT, TIPO BERLINE1.4 L ENTRY PLUS
122,Manuelle,7CV,90 400 DT TTC,3,2 portes latérales coulissantes | 2 portes arrières battantes tolées | 6,2179CM³,Diesel,4.0,Utilitaire,FIAT, DUCATO2.2 HDI 8M3 L1H1
123,Manuelle,7CV,92 400 DT TTC,3,2 portes latérales coulissantes | 2 portes arrières battantes tolées | 6,2179CM³,Diesel,4.0,Utilitaire,FIAT, DUCATO2.2 HDI 11.5 M3 L1H2
124,Automatique,8CV,116 900 DT TTC,5,5,1496CM³,Essence,3.0,SUV,FORD, KUGA1.5 L ECOBOOST  TREND PLUS BVA
125,Automatique,10CV,145 990 DT TTC,5,5,1496CM³,Essence,3.0,SUV,FORD, KUGA1.5 L ECOBOOST  TITANIUM BVA
126,Automatique,13CV,257 000 DT TTC,7,5,1996CM³,Diesel,4.0,SUV,FORD, EVEREST2.0 L BI-TURBO XLT 7 PLACES
127,Automatique,7CV,165 000 DT TTC,5,4,1996CM³,Diesel,4.0,Pick up,FORD, RANGER2.0 L 170 CH 4X4  XLT BVA
128,Automatique,5CV,220 000 DT TTC,5,4,1996CM³,Diesel,4.0,Pick up,FORD, RANGER2.0 L TDCI 210 CH 4X4  WILDTRAK BVA
129,Manuelle,7CV,95 500 DT TTC,3,5 | 1 porte latérale coulissante | 2 portes arrières battantes tolées,2198CM³,Diesel,4.0,Utilitaire,FORD, TRANSIT VAN2.2 L D 330 M L2H2
130,Automatique,6CV,82 990 DT TTC,5,4,1498CM³,Essence,4.0,Berline,HONDA, CITY1.5 L CVT LX SPORT +
131,Manuelle,5CV,51 500 DT TTC,5,5,1197CM³,Essence,4.0,Citadine,HYUNDAI, GRAND I101.2 L GLS
132,Manuelle,5CV,55 600 DT TTC,5,5,1197CM³,Essence,4.0,Citadine,HYUNDAI, GRAND I101.2 L HIGH GRADE
133,Automatique,5CV,59 950 DT TTC,5,5,1197CM³,Essence,4.0,Citadine,HYUNDAI, GRAND I101.2 L  HIGH GRADE BVA
134,Manuelle,5CV,63 950 DT TTC,5,5,1197CM³,Essence,4.0,Citadine,HYUNDAI, I201.2 L GLS
135,Manuelle,5CV,68 950 DT TTC,5,5,1197CM³,Essence,4.0,Citadine,HYUNDAI, I201.2 L HIGH GRADE
136,Automatique,5CV,87 950 DT TTC,5,5,998CM³,Essence,3.0,Citadine,HYUNDAI, I201.0 L T-GDI DCT-7 HIGH GRADE N LINE
137,Manuelle,5CV,78 950 DT TTC,5,5,1197CM³,Essence,4.0,SUV,HYUNDAI, BAYON1.2 L TOP GRADE
138,Automatique,5CV,90 000 DT TTC,5,5,998CM³,Essence,3.0,SUV,HYUNDAI, BAYON1.0 L T-GDI  TOP GRADE BVA
139,Automatique,11CV,137 000 DT TTC,5,5,1598CM³,Essence,4.0,SUV,HYUNDAI, KONA1.6 L T-GDI 7-DCT 4WD
140,Automatique,11CV,150 000 DT TTC,5,5,1598CM³,Essence,4.0,SUV,HYUNDAI, KONA1.6 L T-GDI 7-DCT 4WD N LINE
141,Automatique,21CV,210 950 DT TTC,5,5,,Electrique,,SUV,HYUNDAI, IONIQ 577 KWH 4WD HG
142,Automatique,12CV,350 000 DT TTC,7,5,2199CM³,Diesel,4.0,SUV,HYUNDAI, PALISADE CALLIGRAPHY2.2 L TCI  4X4  BVA
143,Manuelle,11CV,190 000 DT TTC,9,5,2199CM³,Diesel,4.0,Monospace,HYUNDAI, STARIA 9 PLACES2.2 CRDI
144,Automatique,11CV,210 100 DT TTC,9,5,2199CM³,Diesel,4.0,Monospace,HYUNDAI, STARIA 9 PLACES2.2 CRDI  4WD  BVA
145,Automatique,11CV,280 000 DT TTC,9,5,2199CM³,Diesel,4.0,Monospace,HYUNDAI, STARIA 9 PLACES2.2 CRDI  4WD LUXE BVA
146,Automatique,4CV,52 480 DT TTC,5,5,1197CM³,Essence,4.0,Citadine,KIA, PICANTO1.2 L  LX BVA
147,Manuelle,5CV,77 980 DT TTC,5,5,1197CM³,Essence,4.0,SUV,KIA, STONIC1.2 L  SX BVM
148,Manuelle,6CV,84 980 DT TTC,5,5,998CM³,Essence | Hybride léger,3.0,SUV,KIA, STONIC1.0L T-GDI  GT-LINE BVM
149,Automatique,9CV,118 480 DT TTC,5,5,1482CM³,Essence,4.0,SUV,KIA, XCEED1.5 T-GDI 7DCT EX
150,Automatique,9CV,199 980 DT TTC,5,5,,Electrique,,SUV,KIA, EV6STANDARD RANGE GT-LINE
151,Automatique,8CV,169 000 DT TTC,5,5,1395CM³,Essence,4.0,Compacte,AUDI, A3 SPORTBACK35 TFSI S-LINE
152,Automatique,9CV,113 777 DT TTC,5,5,1498CM³,Essence,4.0,SUV,BESTUNE, T77 PRO1.5 L  LUXURY BVA
153,Automatique,9CV,118 777 DT TTC,5,5,1498CM³,Essence,4.0,SUV,BESTUNE, T77 PRO1.5 L  PREMIUM BVA
154,Automatique,6CV,151 000 DT TTC,5,5,1499CM³,Essence,3.0,Compacte,BMW, SÉRIE 1116I LOUNGE
155,Automatique,10CV,331 900 DT TTC,5,5,1998CM³,Essence,4.0,Berline,BMW, SÉRIE 4 GRAN COUPÉ420I PACK M
156,Automatique,11CV,315 900 DT TTC,5,4,1999CM³,Essence | Hybride léger,4.0,Berline,BMW, SÉRIE 5520I PACK M
157,Automatique,9CV,213 900 DT TTC,5,5,1499CM³,Essence,3.0,SUV,BMW, X118I SDRIVE XLINE
158,Automatique,9CV,218 900 DT TTC,5,5,1499CM³,Essence,3.0,SUV,BMW, X118I SDRIVE PACK SPORT M
159,Automatique,8CV,181 900 DT TTC,5,5,1499CM³,Essence,3.0,SUV,BMW, X218I BUSINESS LINE
160,Automatique,8CV,203 900 DT TTC,5,5,1499CM³,Essence,3.0,SUV,BMW, X218I PACK M SPORT X
161,Automatique,8CV,217 900 DT TTC,5,5,1499CM³,Essence | Hybride rechargeable,3.0,SUV,BMW, X1 HYBRIDEXDRIVE 25E LOUNGE
162,Automatique,8CV,239 900 DT TTC,5,5,1499CM³,Essence | Hybride rechargeable,3.0,SUV,BMW, X1 HYBRIDEXDRIVE 25E XLINE
163,Automatique,8CV,244 900 DT TTC,5,5,1499CM³,Essence | Hybride rechargeable,3.0,SUV,BMW, X1 HYBRIDEXDRIVE 25E PACK M
164,Automatique,11CV,402 200 DT TTC,5,5,1995CM³,Essence | Hybride rechargeable,4.0,SUV,BMW, X3 HYBRIDE30E XDRIVE PACK M
165,Automatique,8CV,216 900 DT TTC,5,5,,Electrique,,SUV,BMW, IX1XDRIVE30 XLINE
166,Automatique,9CV,98 520 DT TTC,5,5,1451CM³,Essence,4.0,SUV,CHEVROLET, CAPTIVA1.5 TURBO CVT 5 PLACES
167,Automatique,8CV,131 980 DT TTC,5,5,1395CM³,Essence,4.0,Compacte,CUPRA, LEON1.4 TSI
168,Manuelle,6CV,62 990 DT TTC,5,5,999CM³,Essence,3.0,SUV,DACIA, SANDERO STEPWAY1.0 L
169,Automatique,6CV,72 990 DT TTC,5,5,999CM³,Essence,3.0,SUV,DACIA, SANDERO STEPWAY1.0 L   BVA
170,Manuelle,6CV,37 900 DT TTC,2,2,1050CM³,Essence,4.0,Pick up,DFSK, K01HLARGE CABINE 1.1 L DLX
171,Manuelle,7CV,71 900 DT TTC,5,5,1556CM³,Essence,4.0,SUV,DONGFENG, AX41.6 L
172,Automatique,7CV,79 900 DT TTC,5,5,1556CM³,Essence,4.0,SUV,DONGFENG, AX41.6 L DCT
173,Manuelle,8CV,93 900 DT TTC,5,4,2498CM³,Diesel,4.0,Pick up,DONGFENG, RICH 62.5 TURBO DIESEL 4X2
174,Manuelle,8CV,104 900 DT TTC,5,4,2498CM³,Diesel,4.0,Pick up,DONGFENG, RICH 62.5 TURBO DIESEL 4X4
175,Manuelle,8CV,108 500 DT TTC,5,4,2498CM³,Diesel,4.0,Pick up,DONGFENG, RICH 62.5 TURBO DIESEL 4X4 TOUTES OPTIONS
176,Manuelle,5CV,83 000 DT TTC,5,4,1248CM³,Diesel,4.0,Berline,FIAT, TIPO BERLINE1.3 L DIESEL ENTRY
177,Automatique,7CV,111 000 DT TTC,5,5,1368CM³,Essence,4.0,SUV,FIAT, 500X CROSS1.4 L MULTIAIR   BVA
178,Automatique,7CV,112 000 DT TTC,5,5,1368CM³,Essence,4.0,SUV,FIAT, 500X CROSS1.4 L MULTIAIR  BICOLORE BVA
179,Manuelle,6CV,80 000 DT TTC,5,5 | 2 portes latérales coulissantes | 2 portes arrières battantes vitrées,1368CM³,Essence,4.0,Monospace,FIAT, DOBLO COMBI1.4 L
180,Manuelle,5CV,90 000 DT TTC,5,5 | 2 portes latérales coulissantes | 2 portes arrières battantes vitrées,1248CM³,Diesel,4.0,Monospace,FIAT, DOBLO COMBI1.2 L DIESEL MAXI
181,Manuelle,7CV,94 400 DT TTC,3,2 portes latérales coulissantes | 2 portes arrières battantes tolées | 6,2179CM³,Diesel,4.0,Utilitaire,FIAT, DUCATO2.2 HDI 13 M3 L2H2
182,Automatique,13CV,285 000 DT TTC,7,5,1996CM³,Diesel,4.0,SUV,FORD, EVEREST2.0 L BI-TURBO LIMITED 7 PLACES
183,Manuelle,7CV,98 000 DT TTC,3,5 | 1 porte latérale coulissante | 2 portes arrières battantes tolées,2198CM³,Diesel,4.0,Utilitaire,FORD, TRANSIT VAN2.2 L D 350 L L3H2
184,Automatique,10CV,86 800 DT TTC,5,5,1477CM³,Essence,3.0,SUV,GEELY, COOLRAY1.5 L TURBO GS
185,Automatique,10CV,98 800 DT TTC,5,5,1477CM³,Essence,3.0,SUV,GEELY, COOLRAY1.5 L TURBO GF
186,Manuelle,11CV,115 900 DT TTC,5,5,1996CM³,Diesel,4.0,Pick up,GREAT WALL, POER2.0 L DIESEL 4X4
187,Automatique,7CV,141 900 DT TTC,5,5,1996CM³,Diesel,4.0,Pick up,GREAT WALL, POER2.0 L DIESEL 4X4   BVA
188,Automatique,6CV,78 990 DT TTC,5,4,1498CM³,Essence,4.0,Berline,HONDA, CITY1.5 L CVT LX
